household_id,village,monthly_income,house_condition,num_dependents
1164,Village C,4116789.553157958,good,1
1165,Village C,3755744.3254865715,average,3
1166,Village C,3892624.515940672,average,1
1167,Village C,6803102.513149529,poor,2
1168,Village B,7120295.410405319,poor,1
1169,Village C,5067450.783524254,poor,0
1170,Village C,8766164.506139467,good,1
1171,Village A,5063933.118540255,poor,5
1172,Village C,7584666.428336331,poor,0
1173,Village B,4135996.7914981213,good,5
1174,Village B,9667513.067411128,average,1
1175,Village B,8140262.831159423,average,0
1176,Village B,4744050.728942969,poor,0
1177,Village C,7869080.417434005,average,1
1178,Village C,7767960.982344035,poor,4
1179,Village B,8106082.152585297,average,3
1180,Village B,900000.0,poor,3
1181,Village C,6438702.898581671,poor,3
1182,Village B,6084597.538611483,average,0
1183,Village A,5942146.561886906,average,3
1184,Village B,5436692.866795795,average,0
1185,Village B,5495622.559029053,poor,4
1186,Village A,7566280.610596161,poor,1
1187,Village A,6078946.747386744,average,1
1188,Village C,5433812.887464725,average,0
1189,Village C,7278762.029671237,good,0
1190,Village A,5836052.3568237405,average,4
1191,Village A,6027136.8547067605,average,3
1192,Village C,8734074.217622455,good,4
1193,Village B,4131038.5749007054,poor,1
1194,Village A,1968579.3231975148,poor,1
1195,Village C,5144727.021981594,poor,5
1196,Village B,5429086.6899139285,poor,3
1197,Village A,6443058.058914382,average,1
1198,Village B,5214631.829323922,average,5
1199,Village C,6510238.487945117,average,0
1200,Village A,10009233.36054314,poor,1
1201,Village B,6603028.637754018,average,2
1202,Village A,6954630.602102936,poor,3
1203,Village B,4740937.184555132,average,5
1204,Village C,2229485.8209853955,poor,3
1205,Village C,900000.0,good,3
1206,Village A,3962638.835728564,poor,2
1207,Village B,900000.0,poor,4
1208,Village A,6027098.050038548,average,0
1209,Village A,4234366.031150292,good,3
1210,Village B,2373250.2670495138,average,1
1211,Village B,5261748.239897251,average,0
1212,Village B,3522735.6127163926,good,1
1213,Village C,5901552.507301537,good,0
1214,Village A,6415252.659645008,average,0
1215,Village A,3596331.674023117,average,5
1216,Village C,4525437.637819348,poor,1
1217,Village B,5429791.50767644,good,1
1218,Village C,2185915.57291515,poor,0
1219,Village C,5429615.045754032,good,3
1220,Village C,2137962.703841209,poor,1
1221,Village A,6131433.959105738,poor,2
1222,Village C,4129672.6747436016,average,2
1223,Village A,2126914.531911531,poor,0
1224,Village A,3840052.8017183514,poor,4
1225,Village A,3924650.837613115,average,0
1226,Village B,7137041.766773889,average,0
1227,Village A,5346609.398571588,average,3
1228,Village A,3087445.0848697345,poor,3
1229,Village B,8298132.5744009735,average,5
1230,Village A,6252980.803021116,poor,4
1231,Village C,4327355.262840675,poor,4
1232,Village C,1892331.6286099553,average,4
1233,Village A,4150812.841039613,good,4
1234,Village B,4558973.830684659,average,4
1235,Village C,5738064.662900511,average,0
1236,Village B,6214513.019319311,poor,0
1237,Village B,6613164.190821471,average,5
1238,Village C,1777065.1383229056,poor,2
1239,Village B,5417009.642326484,good,2
1240,Village C,4680768.349503577,good,5
1241,Village B,10355954.552339757,average,5
1242,Village C,5129388.878192741,average,1
1243,Village A,3754693.603077257,average,0
1244,Village C,5220737.71343383,average,4
1245,Village C,4982863.4239784675,poor,1
1246,Village C,1021921.3856979692,poor,3
1247,Village C,5816608.926835675,average,0
1248,Village B,4378883.818642836,good,5
1249,Village A,4946617.569678962,poor,2
1250,Village C,3252862.932218884,poor,0
1251,Village B,2812171.539575529,poor,5
1252,Village A,6757764.66815129,good,0
1253,Village A,7216913.312885648,poor,0
1254,Village A,5836197.21087447,poor,0
1255,Village A,1378404.7988807312,average,3
1256,Village C,5966126.718522647,average,2
1257,Village C,1408126.8973266277,poor,0
1258,Village B,3677648.7303434694,poor,5
1259,Village B,6731116.897514483,average,3
1260,Village B,6315196.963408982,average,1
1261,Village A,5913934.729066939,good,0
1262,Village A,7625805.307839567,average,3
1263,Village C,6120030.294815853,poor,4
1264,Village A,961961.5499182348,average,1
1265,Village A,4260938.30748728,poor,2
1266,Village A,4916783.084537879,poor,0
1267,Village B,4682516.546461256,good,0
1268,Village B,3765729.649795221,good,3
1269,Village C,2939687.733072811,poor,2
1270,Village A,9801489.938918637,poor,4
1271,Village A,4222510.349588436,poor,1
1272,Village C,9703204.106748905,poor,5
1273,Village A,2717419.190487892,average,2
1274,Village A,6314120.137518016,poor,0
1275,Village B,5459282.832779739,good,3
1276,Village C,3156100.9458698784,poor,4
1277,Village C,4064885.7803586326,average,3
1278,Village C,4969739.86127806,good,1
1279,Village C,3311766.7656677486,average,2
1280,Village B,4487718.811929147,poor,3
1281,Village B,900000.0,poor,5
1282,Village A,6423031.980537478,poor,5
1283,Village A,7454303.348245585,good,3
1284,Village A,5908727.414997319,good,0
1285,Village A,9528516.25587556,good,3
1286,Village B,6364192.455199786,good,4
1287,Village C,7285619.277555119,poor,2
1288,Village B,7476725.665020222,good,1
1289,Village A,900000.0,good,5
1290,Village B,5847346.397499126,poor,3
1291,Village C,2234130.0993664376,poor,4
1292,Village C,2638193.096858389,average,5
1293,Village B,2986053.45639617,poor,5
1294,Village B,4374568.399965247,poor,1
1295,Village B,6300919.921475394,good,5
1296,Village A,5867979.650013409,good,4
1297,Village B,4974837.234364805,poor,5
1298,Village B,6445366.882411921,poor,5
1299,Village B,6566972.6431842055,good,3
1300,Village C,5885248.378466691,average,3
1301,Village C,1550990.427850428,poor,2
1302,Village A,3521334.421286552,average,0
1303,Village A,5052655.667885298,good,4
1304,Village C,6466905.766282169,good,0
1305,Village C,2342840.684552027,poor,0
1306,Village C,4977309.62044944,poor,5
1307,Village B,1868751.0872210958,good,1
1308,Village B,7051835.971438556,poor,1
1309,Village C,5484694.556729449,average,5
1310,Village B,2307727.9280881146,poor,4
1311,Village B,2294542.9243914136,poor,0
1312,Village A,5774863.74316852,poor,2
1313,Village C,7749597.82912633,poor,0
1314,Village C,2806428.3251013057,good,1
1315,Village B,6573208.217232155,poor,0
1316,Village C,3915524.5639443407,good,3
1317,Village A,6646388.205385773,good,3
1318,Village A,6366381.820730626,poor,2
1319,Village A,5310599.682964879,average,4
1320,Village C,1331217.3874388342,poor,0
1321,Village C,6362371.300248226,average,3
1322,Village C,6004038.54199373,average,4
1323,Village C,5820859.506389005,poor,3
1324,Village C,5391348.126461957,poor,4
1325,Village A,3242426.223335784,average,4
1326,Village B,7165925.542038223,good,3
1327,Village A,6796279.441633272,poor,5
1328,Village C,2849154.4463106696,average,1
1329,Village A,7628590.021035504,poor,4
1330,Village C,5263338.869270775,good,5
1331,Village C,5258273.906290345,poor,0
1332,Village A,4647289.327162635,average,5
1333,Village C,4844013.206829889,poor,3
1334,Village B,7741798.37661954,average,5
1335,Village C,7066149.969197031,good,1
1336,Village B,7023694.16727883,average,3
1337,Village B,5369128.7050907565,average,2
1338,Village C,6778343.447068793,average,0
1339,Village A,3331373.8519188566,good,2
1340,Village B,6166885.956996134,average,5
1341,Village A,4693023.936062065,good,4
1342,Village B,900000.0,average,5
1343,Village C,1827796.682356073,average,4
1344,Village C,3674042.43982156,poor,2
1345,Village B,5830307.96869742,average,2
1346,Village C,3675840.4233320616,poor,4
1347,Village B,3817766.5252305823,good,1
1348,Village C,6526521.843749683,average,0
1349,Village A,3889975.7611006256,good,3
1350,Village C,7661614.484068822,poor,2
1351,Village A,7330247.47964027,poor,0
1352,Village C,5043762.641142637,good,3
1353,Village A,6506922.903316657,poor,5
1354,Village C,6234480.908712764,average,3
1355,Village A,4508669.448081193,good,2
1356,Village B,6723269.325944292,average,1
1357,Village B,7017804.110781054,poor,1
1358,Village A,3095129.538419199,good,0
1359,Village C,5307097.2766414825,poor,5
1360,Village A,5285007.645152331,good,0
1361,Village C,6699238.934901409,poor,4
1362,Village B,4112283.2991013266,average,1
1363,Village C,3804479.3344471427,poor,0
1364,Village B,5337999.320622307,average,4
1365,Village C,7362718.446507147,poor,5
1366,Village C,2601245.7691801325,good,3
1367,Village C,2950387.6933257445,average,0
1368,Village A,3958990.184058823,poor,4
1369,Village A,4314845.855836895,average,1
1370,Village B,1468834.3951249705,average,3
1371,Village B,7996390.573830295,poor,0
1372,Village A,4739386.817301776,poor,1
1373,Village B,4439790.951640057,poor,3
1374,Village A,8245275.076070834,poor,2
1375,Village C,6435586.990247625,poor,1
1376,Village B,3929156.2453333028,poor,2
1377,Village B,5329215.690616311,average,5
1378,Village A,4916525.735247043,average,0
1379,Village B,7896701.713858553,poor,4
1380,Village B,4665151.596632814,good,0
1381,Village C,2115880.9162835805,good,1
1382,Village B,1245551.7863894086,poor,2
1383,Village C,7950322.694813376,poor,2
1384,Village A,3422770.604474739,good,3
1385,Village B,6340423.31126662,average,0
1386,Village C,5143526.861430104,poor,0
1387,Village A,4166690.424243485,average,1
1388,Village B,4480305.165993749,average,2
1389,Village A,8166755.763059067,poor,1
1390,Village B,2103873.1427137502,average,1
1391,Village A,4227089.538488149,average,5
1392,Village A,6813131.521367403,average,2
1393,Village C,2433709.9831074877,good,1
1394,Village A,7634565.615555169,poor,2
1395,Village B,6784499.431507251,average,1
1396,Village B,5543591.370264674,poor,4
1397,Village C,3993686.191451465,poor,1
1398,Village B,2176867.6896320856,poor,1
1399,Village B,6414091.788268141,poor,4
1400,Village B,10497289.868967775,poor,0
1401,Village A,5291785.071833717,poor,2
1402,Village A,1347909.178536198,poor,3
1403,Village B,5915032.980253495,average,4
1404,Village C,6720525.942802391,poor,0
1405,Village A,3164295.136208126,average,1
1406,Village C,3708976.1478212085,poor,5
1407,Village B,3505243.542507416,poor,0
1408,Village B,3937272.266272622,poor,4
1409,Village A,4655673.771443908,poor,5
1410,Village B,3278197.7830129946,average,1
1411,Village A,2528324.51729555,poor,0
1412,Village B,5348750.7713500345,good,3
1413,Village B,4634675.920272599,good,2
1414,Village A,4127516.4597663665,poor,2
1415,Village A,5166379.4334430285,average,4
1416,Village A,1959648.5888831117,poor,1
1417,Village B,5526405.84599352,average,1
1418,Village B,4168623.5994208744,average,2
1419,Village C,5478978.93622556,poor,0
1420,Village A,5799298.210837935,poor,1
1421,Village B,7262302.556572355,poor,3
1422,Village B,5205908.833977823,poor,3
1423,Village A,7133437.660108653,average,1
1424,Village C,4356173.71773982,poor,1
1425,Village A,4451644.973271153,poor,2
1426,Village C,4818143.65435265,average,4
1427,Village B,6548249.801356424,average,2
1428,Village C,6261918.154045827,poor,4
1429,Village B,5270143.759723588,average,3
1430,Village A,2544529.316790957,average,4
1431,Village A,6226118.351532652,average,2
1432,Village A,3277190.7304340582,average,1
1433,Village C,3168205.2124005603,average,4
1434,Village B,2723029.8201246345,poor,2
1435,Village A,4833662.578395929,average,3
1436,Village A,7423448.596941376,good,5
1437,Village B,3069278.9112395723,average,4
1438,Village A,8357151.906348176,poor,3
1439,Village B,6819620.444907144,poor,3
1440,Village B,2070795.8734987513,good,0
1441,Village B,4234449.635643357,poor,5
1442,Village B,2919499.46601839,poor,4
1443,Village B,6329910.915471433,poor,2
1444,Village C,3023673.3046591813,good,4
1445,Village A,1757761.0458876407,poor,4
1446,Village C,4348548.446525823,poor,5
1447,Village A,7338788.147392517,average,3
1448,Village C,4614967.552314893,poor,3
1449,Village B,5796887.726713364,good,3
1450,Village A,5874462.195094082,average,3
1451,Village A,1975448.8145178505,average,5
1452,Village C,3201251.745690692,good,2
1453,Village C,5012928.374395194,good,1
1454,Village A,3885290.0326892235,poor,0
1455,Village C,8408909.100788316,poor,3
1456,Village C,2543355.20983822,good,3
1457,Village C,3181479.7935342994,poor,0
1458,Village B,5581088.5189594915,good,3
1459,Village B,3744213.3244334213,good,1
1460,Village C,900000.0,poor,4
1461,Village C,8869362.458827633,good,0
1462,Village B,2851389.227547026,poor,2
1463,Village B,6121785.445363612,average,0
1464,Village A,2493217.6575516905,poor,1
1465,Village A,3273930.18583402,good,5
1466,Village B,1754133.9946375238,average,2
1467,Village C,3517613.19947384,average,4
1468,Village C,3711436.365102901,good,3
1469,Village C,4734868.645310206,average,0
1470,Village C,4254862.315247102,poor,2
1471,Village A,2116960.3460723436,good,0
1472,Village B,3952200.3433121466,average,4
1473,Village C,7894021.333549614,good,0
1474,Village A,7656781.090823626,good,2
1475,Village C,5911374.05782938,poor,1
1476,Village B,6326198.493480346,poor,5
1477,Village A,9121645.602270693,poor,2
1478,Village B,6142495.319176995,average,0
1479,Village B,6288379.721075102,poor,4
1480,Village A,1870833.947772915,average,3
1481,Village A,2774738.8775237226,poor,3
1482,Village A,4934619.365997594,poor,4
1483,Village A,3385115.5498515056,poor,0
1484,Village A,3004089.4259536564,poor,5
1485,Village A,3235081.903535503,average,4
1486,Village A,2152858.715637745,poor,0
1487,Village C,3417231.027835897,poor,2
1488,Village B,5678871.109621798,poor,5
1489,Village A,8592647.85296937,average,1
1490,Village C,6593964.365427238,good,0
1491,Village C,6272310.970078871,poor,3
1492,Village C,1752933.2312031882,average,3
1493,Village B,5238593.410044034,poor,5
1494,Village A,4866080.19340572,poor,1
1495,Village C,5581482.1939023575,average,0
1496,Village B,4278625.061045081,poor,1
1497,Village B,8324153.482029337,average,2
1498,Village B,5105551.032595646,poor,1
1499,Village C,5300446.709873745,good,2
1500,Village A,1075119.5503062992,poor,3
1501,Village C,4786648.636111358,average,2
1502,Village C,7298518.700061269,good,0
1503,Village A,6111151.216282071,poor,5
1504,Village A,900000.0,average,5
1505,Village A,4100649.8537075515,poor,0
1506,Village B,8463798.934726007,average,0
1507,Village A,4698718.559436951,poor,0
1508,Village C,5644831.965422255,poor,4
1509,Village A,8238018.574574603,average,2
1510,Village C,4690771.716906188,poor,0
1511,Village B,6582059.719915806,average,5
1512,Village C,5822791.754316722,poor,1
1513,Village C,6250297.727020784,poor,1
1514,Village A,5758431.31366694,average,4
1515,Village A,3904740.2429704275,average,2
1516,Village C,4104404.897154661,poor,2
1517,Village A,3290847.6392633496,poor,2
1518,Village B,1720581.7622594219,poor,5
1519,Village B,7489059.8213532865,poor,5
1520,Village A,5020165.93376242,poor,4
1521,Village B,7388320.365048915,poor,2
1522,Village A,8130745.349169299,average,2
1523,Village C,5106834.961819088,average,0
1524,Village C,2373021.7366187503,poor,2
1525,Village B,4607623.708295068,poor,5
1526,Village A,3657712.786473757,poor,0
1527,Village A,1039699.0818900252,average,0
1528,Village B,3996542.1901422436,good,2
1529,Village C,4856925.575870974,average,1
1530,Village B,3713351.20847069,average,3
1531,Village C,3456909.826097026,good,5
1532,Village A,2444928.355734091,poor,1
1533,Village C,5391844.296708555,poor,2
1534,Village B,8738538.566432482,average,2
1535,Village A,7557247.776102295,poor,1
1536,Village B,6307253.77597393,average,2
1537,Village B,6350818.237862082,average,5
1538,Village C,4734713.71148175,average,0
1539,Village B,1390973.6414259193,poor,4
1540,Village C,4261136.621078601,average,2
1541,Village A,3061444.625335699,average,2
1542,Village C,5309393.498690647,good,1
1543,Village A,7466429.4078775095,average,0
1544,Village C,8946819.18049692,good,1
1545,Village B,5129242.062361064,poor,5
1546,Village C,1665687.3256452885,poor,1
1547,Village C,5125352.100323956,poor,2
1548,Village A,5179712.325826764,poor,0
1549,Village B,6357687.7410523975,good,5
1550,Village C,4961608.899198338,good,2
1551,Village B,5133036.54792136,poor,5
1552,Village C,3735878.484225882,poor,2
1553,Village C,4376196.033782243,poor,2
1554,Village B,6026464.853630366,good,2
1555,Village C,983032.567712999,poor,4
1556,Village B,4365422.86867235,poor,3
1557,Village C,6375799.93599182,poor,0
1558,Village A,8281457.882011067,poor,4
1559,Village B,4203327.1117395265,good,3
1560,Village C,7370739.561647574,poor,5
1561,Village C,8380047.690835887,poor,3
1562,Village A,4229235.197874644,poor,3
1563,Village B,3883582.9343363605,average,4
1564,Village C,4635851.059816147,average,0
1565,Village A,4836096.429873809,poor,1
1566,Village C,7181645.33571104,poor,3
1567,Village B,3452549.6409808085,good,1
1568,Village C,8076130.8722109385,poor,1
1569,Village C,3398484.894547564,average,2
1570,Village C,2471150.160764873,poor,1
1571,Village C,6047554.423117357,poor,5
1572,Village A,7461120.857738413,average,5
1573,Village A,5357310.962025826,good,2
1574,Village B,5870168.795932547,average,0
1575,Village A,8908594.476050623,poor,0
1576,Village A,7489305.563070602,average,5
1577,Village B,5061850.835564999,average,2
1578,Village A,4137706.2336361245,average,0
1579,Village A,7190117.732962772,average,3
1580,Village B,6658567.826851774,poor,0
1581,Village B,5837153.365320166,average,2
1582,Village B,4345972.628013023,average,5
1583,Village C,4847220.727466334,poor,3
1584,Village C,4704960.870763888,average,1
1585,Village B,4379262.43283741,poor,1
1586,Village B,3797703.726808035,poor,1
1587,Village B,5530397.2718966035,good,5
1588,Village C,3707369.4084613123,poor,2
1589,Village C,5354758.341828936,poor,1
1590,Village A,900000.0,average,0
1591,Village A,3800251.6627983684,good,1
1592,Village B,7196658.401388096,good,4
1593,Village C,3199141.549071021,average,5
1594,Village C,6184203.922086286,poor,4
1595,Village C,3365432.499933846,good,1
1596,Village B,6551571.31358644,average,1
1597,Village A,4405782.105602917,poor,4
1598,Village B,4326706.791269428,good,5
1599,Village A,5108702.957094033,poor,5
1600,Village A,2313146.0657566087,poor,1
1601,Village B,6944181.637512922,good,5
1602,Village A,7606866.883031474,average,3
1603,Village A,4279937.006010085,poor,5
1604,Village C,6048408.341803093,poor,4
1605,Village A,6557821.360424114,average,2
1606,Village B,4817484.895336743,poor,4
1607,Village B,2783505.6945642694,poor,0
1608,Village A,8188164.26390369,average,3
1609,Village C,4214956.590142403,good,2
1610,Village C,3781730.4615723803,average,1
1611,Village A,8277583.862667851,average,0
1612,Village A,6220117.535112407,average,0
1613,Village B,5514860.152116027,average,3
1614,Village A,3058478.6731948988,poor,2
1615,Village C,6605608.116426442,good,0
1616,Village A,10793037.211039491,poor,2
1617,Village B,6761015.327757079,poor,2
1618,Village B,5992176.99258513,poor,5
1619,Village B,6442185.592972192,average,0
1620,Village B,4343769.333662915,poor,2
1621,Village B,4324698.540813703,poor,3
1622,Village A,4299109.031527567,average,0
1623,Village A,3850100.0892262463,good,3
1624,Village A,4295110.268447964,average,3
1625,Village A,4285785.615502163,poor,2
1626,Village B,4510630.982331737,poor,2
1627,Village C,4454643.9368398,average,5
1628,Village A,5486023.714019402,poor,5
1629,Village C,5157586.0364156915,average,0
1630,Village A,5334724.907023406,poor,5
1631,Village A,8044595.126688965,good,1
1632,Village C,5153468.477433023,average,0
1633,Village B,9421781.985601563,poor,3
1634,Village A,5705379.079645224,good,5
1635,Village A,4105480.818234325,poor,5
1636,Village A,7699166.4780939985,poor,5
1637,Village C,4840945.464583603,good,2
1638,Village B,900000.0,poor,3
1639,Village C,4991993.716329632,poor,5
1640,Village C,4501648.324112085,poor,4
1641,Village B,8213094.772576669,poor,4
1642,Village C,3204866.629999266,poor,3
1643,Village B,4334690.363843456,average,5
1644,Village A,7535278.752120918,average,1
1645,Village B,5788817.0654483605,poor,1
1646,Village A,4657086.350053732,poor,0
1647,Village C,3487028.6670539323,good,0
1648,Village C,5703491.453750061,good,5
1649,Village A,4941397.713563463,average,0
1650,Village C,3464341.469585605,good,2
1651,Village B,3568306.91734427,average,1
1652,Village A,3371055.771109836,poor,3
1653,Village C,3014888.772472241,poor,5
1654,Village A,6868067.519944672,poor,5
1655,Village B,6598786.7172408765,good,4
1656,Village B,6871348.912771586,average,1
1657,Village C,5008999.097537049,average,1
1658,Village B,4514742.424399687,poor,1
1659,Village A,4551235.780217327,average,0
1660,Village B,7042203.145812216,average,2
1661,Village A,1359704.356008342,good,3
1662,Village A,3971027.793285155,poor,0
1663,Village B,3225308.7449911656,average,2
1664,Village C,7719775.093176816,poor,1
1665,Village B,4045084.9531057635,average,2
1666,Village A,1728022.3291204516,average,0
1667,Village A,5446847.2844935795,poor,1
1668,Village B,4259771.610212171,average,0
1669,Village C,3886142.384630076,poor,3
1670,Village C,3679936.0865483447,good,1
1671,Village A,3601030.441678386,poor,2
1672,Village A,6417120.629713289,average,0
1673,Village C,5447574.733115687,good,4
1674,Village B,4604068.488738942,poor,2
1675,Village A,2803522.2463073274,average,2
1676,Village A,4662213.353224158,average,1
1677,Village C,5521255.715200053,poor,5
1678,Village B,5597308.896518981,average,2
1679,Village C,5321768.765983538,average,0
1680,Village B,3154814.6663449435,good,4
1681,Village B,900000.0,good,3
1682,Village B,8599237.520103866,average,4
1683,Village A,2380726.2517829374,average,0
1684,Village C,1070084.0826661233,good,1
1685,Village C,5261031.226008192,average,0
1686,Village B,1582962.9935385585,poor,5
1687,Village A,3390402.5028502294,poor,5
1688,Village A,6097700.851617657,good,5
1689,Village C,8545374.536948092,average,2
1690,Village A,5775023.616544753,average,1
1691,Village A,4121681.4582462395,poor,5
1692,Village B,4897160.8911863165,good,3
1693,Village A,1382828.085650195,poor,3
1694,Village B,4098495.7816696996,average,0
1695,Village C,4100436.7921461114,poor,5
1696,Village A,5306657.32427436,poor,2
1697,Village C,8884379.225387542,average,3
1698,Village C,1126409.422535522,good,4
1699,Village A,4184644.7768510263,poor,1
1700,Village A,1332980.9120163084,poor,4
1701,Village C,3993271.813498984,poor,3
1702,Village A,3270795.717764013,poor,3
1703,Village B,2011307.3849971998,poor,0
1704,Village B,6826184.061059559,average,0
1705,Village A,5511295.407700859,good,5
1706,Village C,6591711.259308091,poor,1
1707,Village A,3936692.3506650114,average,5
1708,Village A,4858567.048439834,poor,0
1709,Village C,8189281.282432629,poor,2
1710,Village C,4994559.609781775,poor,1
1711,Village B,6615913.098318882,average,2
1712,Village C,3765087.394566542,poor,5
1713,Village B,6432034.68672852,poor,0
1714,Village C,3902161.280389397,poor,1
1715,Village A,1207155.2478806549,poor,5
1716,Village B,4984834.224157916,poor,3
1717,Village B,4059393.714792076,good,5
1718,Village B,1750437.2812054758,average,4
1719,Village A,5382985.703346347,good,3
1720,Village A,3212947.030093357,poor,2
1721,Village A,11185282.556925364,poor,3
1722,Village A,2071115.5331726652,poor,5
1723,Village A,2574150.1150997207,poor,3
1724,Village B,6739102.213295582,average,4
1725,Village A,4733956.238719822,poor,5
1726,Village B,6698404.618524436,poor,4
1727,Village A,5760782.107795801,average,3
1728,Village C,3835385.744137636,poor,4
1729,Village B,2241815.213840736,good,3
1730,Village C,7142166.161456064,poor,1
1731,Village B,2423099.628821401,average,3
1732,Village C,6117811.922328322,poor,0
1733,Village A,6837997.5145136975,good,4
1734,Village A,4746164.391940079,poor,4
1735,Village A,4391704.928624393,average,2
1736,Village B,3032547.7906779596,poor,2
1737,Village C,5925485.433408603,average,0
1738,Village A,900000.0,poor,4
1739,Village C,6431452.678113621,poor,4
1740,Village C,5238952.681951428,good,2
1741,Village A,4554368.600560635,good,2
1742,Village A,5484604.549327696,poor,3
1743,Village C,2252887.2161357426,good,5
1744,Village A,900000.0,poor,4
1745,Village A,5937150.139907923,good,4
1746,Village A,7633092.34436938,average,3
1747,Village B,1521196.056126526,average,4
1748,Village C,2895039.8460071743,good,0
1749,Village C,6504649.786054874,good,2
1750,Village B,5717779.519893705,poor,2
1751,Village C,10926216.912613416,average,5
1752,Village A,7151314.937651796,poor,2
1753,Village C,6670848.943786097,good,1
1754,Village A,3472422.600010235,average,0
1755,Village B,6049611.592781365,poor,0
1756,Village A,7990827.32495074,average,3
1757,Village C,4671218.469854189,average,1
1758,Village C,4765570.852525736,average,4
1759,Village C,5282707.0532138655,poor,5
1760,Village B,3671002.63705553,poor,0
1761,Village B,5537927.028246628,average,1
1762,Village C,5487944.276551363,poor,1
1763,Village A,7959972.826361313,poor,0
1764,Village B,4621215.114978594,average,3
1765,Village C,6349457.092127013,poor,1
1766,Village C,4680869.436015897,average,2
1767,Village B,6279518.883564489,average,1
1768,Village B,4499883.088416205,average,4
1769,Village B,6146945.973890413,poor,0
1770,Village A,6456471.658176896,poor,4
1771,Village A,2866687.733884382,poor,3
1772,Village C,7204750.841341201,good,5
1773,Village B,4667045.226103957,poor,2
1774,Village A,4060406.6107477015,good,0
1775,Village B,3579983.776659956,average,1
1776,Village C,5596400.556196482,good,2
1777,Village A,4990756.622192956,poor,1
1778,Village A,5741614.371083372,poor,3
1779,Village A,5780441.5686369585,good,5
1780,Village C,6217169.2907003565,poor,0
1781,Village B,10552568.232306115,poor,3
1782,Village A,5079383.514663702,poor,3
1783,Village C,3530853.2268548533,good,5
1784,Village B,960373.3353235321,average,3
1785,Village C,2609366.4036188275,average,3
1786,Village B,7470697.301505821,average,1
1787,Village C,6439849.013546214,poor,4
1788,Village B,2300027.9069700125,average,1
1789,Village A,9928424.881998442,poor,5
1790,Village B,5653528.955323017,good,2
1791,Village C,5920633.4397606775,poor,5
1792,Village C,9488450.359872162,poor,5
1793,Village B,8478911.441656426,average,5
1794,Village A,6562274.951664321,poor,5
1795,Village A,6658427.881652511,average,3
1796,Village B,6845570.192341734,poor,5
1797,Village B,4518065.736575968,poor,2
1798,Village C,5573585.795088395,average,5
1799,Village A,6148640.988149425,average,1
1800,Village B,4746434.811243176,poor,3
1801,Village A,3069160.980568894,average,1
1802,Village B,4467739.197382664,poor,3
1803,Village B,3024134.784188159,poor,1
1804,Village A,5128745.141744461,poor,0
1805,Village B,1439085.6959869736,good,4
1806,Village B,5682077.021015095,average,4
1807,Village C,1737451.0088636703,poor,3
1808,Village B,4193053.88001399,average,0
1809,Village B,6008202.148961691,good,2
1810,Village B,6582293.42302506,poor,0
1811,Village C,6344718.417767003,good,3
1812,Village A,5639467.828947761,poor,0
1813,Village C,2761453.369505016,good,2
1814,Village C,6961216.709733515,average,3
1815,Village A,2807197.2709897775,poor,4
1816,Village C,7189151.640908651,poor,5
1817,Village A,6255409.514963411,good,0
1818,Village C,7717803.029479075,average,4
1819,Village A,5049736.968032594,average,4
1820,Village B,3362471.7855779584,poor,1
1821,Village C,2414694.9516815003,poor,2
1822,Village C,2636841.3308541477,poor,5
1823,Village C,1726450.5027859742,poor,0
1824,Village C,6884005.83387313,average,4
1825,Village B,7134833.906064799,good,4
1826,Village C,6107399.850513697,average,2
1827,Village B,4933918.175853442,poor,5
1828,Village B,9121918.872925024,average,5
1829,Village B,4803703.034071985,good,4
1830,Village B,5441833.6162877865,average,4
1831,Village A,4904296.973341761,average,4
1832,Village A,4323383.867073105,good,4
1833,Village C,6261948.979662196,average,1
1834,Village A,3733006.6215909543,poor,1
1835,Village A,3598844.34697072,poor,5
1836,Village C,6362938.770818708,good,3
1837,Village C,4004783.2668753215,average,0
1838,Village C,5266964.056150359,poor,2
1839,Village A,4317343.760472946,average,3
1840,Village A,4976897.403546704,average,1
1841,Village C,3653421.7630667523,good,1
1842,Village B,3718822.4945018133,poor,1
1843,Village C,3360535.756379431,average,3
1844,Village B,6686660.219722902,good,1
1845,Village B,5343769.668502659,poor,3
1846,Village C,6837101.647587329,poor,1
1847,Village C,7050773.129087923,good,4
1848,Village C,4080171.345728653,average,4
1849,Village A,6763169.968777128,average,0
1850,Village B,4971758.556133134,average,1
1851,Village A,4682652.989041496,poor,0
1852,Village A,7504734.19332155,good,3
1853,Village C,6107536.925630864,poor,0
1854,Village A,4295151.489872545,poor,1
1855,Village C,5977586.631053297,poor,3
1856,Village B,2468574.695660821,poor,3
1857,Village C,5494625.962279233,good,4
1858,Village A,2000816.898283633,average,3
1859,Village A,3031200.748263634,good,3
1860,Village C,6169279.396538238,poor,0
1861,Village C,900000.0,average,5
1862,Village A,8605023.718149511,average,3
1863,Village B,6668985.441409202,good,2
1864,Village B,1322933.755020524,average,5
1865,Village C,9796997.213386461,poor,4
1866,Village B,10348207.784972034,poor,4
1867,Village A,4639016.682020524,poor,3
1868,Village C,3147021.870599513,average,0
1869,Village A,8372607.148405728,good,5
1870,Village A,4312419.725119481,poor,4
1871,Village B,5322079.015625708,poor,4
1872,Village C,7434579.467845535,poor,2
1873,Village C,4692977.072413607,average,3
1874,Village B,4517891.499366663,poor,5
1875,Village A,2455210.045589563,poor,4
